simulation_number,param_value,max_av_state,max_urge_escape,max_suicidal_thoughts,max_escape_behaviors,max_ext_change,max_int_change,max_pb
0,0.0,0.6156812503961936,0.22160700260571775,0.03170729718280041,0.2392208263569099,0.4281485494502031,0.49830236083878376,0.7120925260896053
1,0.0,0.5461920911327763,0.18916209147071436,0.0014867946536315463,0.2,0.4195467939727417,0.4884370223821702,0.7299705605947555
2,0.0,0.5490683827882994,0.1796326385886009,0.0005292481227799344,0.2,0.4482315447117255,0.5246854754085548,0.6402573108100055
3,0.0,0.5628701553696228,0.1910471062232342,0.0019771992242847377,0.2,0.4410299275094195,0.5147226194001915,0.6848425327169277
4,0.0,0.4021061959232853,0.11952656888499762,1.5106550554950494e-06,0.2,0.41972638215845703,0.48788099301111104,0.729068676116813
5,0.0,0.4247205102699864,0.12868594354391474,3.3711969629968635e-06,0.2,0.4225649919762608,0.4915254507302505,0.711770399666736
6,0.0,0.5379059274914553,0.18154168717124042,0.0008073009580344254,0.2,0.4340480638972676,0.5059850097256453,0.6741864110255649
7,0.0,0.5737409942899918,0.19787010296586008,0.0023119090194778547,0.2,0.43048990448677504,0.5028054985442068,0.6833468615258623
8,0.0,0.5688191645807495,0.19516233166067595,0.0028675378840476084,0.2,0.43366236355598714,0.5058679173792636,0.6673667662918277
9,0.0,0.3592892763091222,0.09196572353584259,9.907258315803949e-08,0.2,0.43287504712916886,0.5045616617030965,0.6948773320469538
0,0.2222222222222222,0.6078795514594768,0.22263818941608826,0.03468493135432742,0.2424706507437384,0.41728065179055296,0.48454816534776896,0.6090150772666804
1,0.2222222222222222,0.5329776811879849,0.1768027700156369,0.0004475787404296651,0.2,0.434605205094107,0.5071084945906158,0.5645112166105593
2,0.2222222222222222,0.5412305948355758,0.18660065315602906,0.0010444300080299565,0.2,0.42548982898289084,0.49596891965465584,0.5883577880412005
3,0.2222222222222222,0.5566953227094505,0.1901967038076584,0.0017817497558801155,0.2,0.43620882046411874,0.5089083760582513,0.5623452976718919
4,0.2222222222222222,0.39310568436555177,0.10853985059867235,4.6447724391981467e-07,0.2,0.43554881444354215,0.5079743228765622,0.578655932948056
5,0.2222222222222222,0.40713043973978197,0.11378560655151372,8.193353107147544e-07,0.2,0.4360310206462407,0.5083578883521699,0.5853051970413398
6,0.2222222222222222,0.5296730201909142,0.1763287162599183,0.00047333800022347853,0.2,0.4368175520023162,0.5094834792805553,0.5382649163405504
7,0.2222222222222222,0.5604379393688022,0.1934482050279474,0.0015058079674061837,0.2,0.4254851300575147,0.4963365629574463,0.5796683143571627
8,0.2222222222222222,0.5608566735646426,0.19478428029834052,0.0026622387962820667,0.2,0.42619298360819513,0.4960577102726179,0.5759419539017677
9,0.2222222222222222,0.34899600780241774,0.09085809007985463,8.983564940978645e-08,0.2,0.42483003169396105,0.4945824702135089,0.6076712888532042
0,0.4444444444444444,0.6029909568166221,0.21734103897070498,0.021501481848187277,0.22425545504949726,0.4238241606008443,0.4934753318755481,0.4873044125225542
1,0.4444444444444444,0.5235661043303839,0.1746931336777416,0.0003642965465936097,0.2,0.42942163298149566,0.5007406917354981,0.442374443474042
2,0.4444444444444444,0.5331291537846228,0.18067933157952476,0.0005735359564734776,0.2,0.4294453890548585,0.5010015699964123,0.4374487402794367
3,0.4444444444444444,0.5483766137912198,0.18583286749396427,0.0011515572023999274,0.2,0.4371199506348199,0.5109741325362459,0.4377547087680586
4,0.4444444444444444,0.3851350729755,0.11041502862286562,5.580291832618579e-07,0.2,0.42419117954276037,0.4936463974421177,0.5302548460862656
5,0.4444444444444444,0.40520989687792053,0.12250827226075238,1.8561247804092749e-06,0.2,0.4146549987906245,0.4813689898251632,0.5612573429077297
6,0.4444444444444444,0.5264347513343423,0.17798756934766458,0.0005155631134297079,0.2,0.4298210080093941,0.5004699203608003,0.45617592788006683
7,0.4444444444444444,0.5565458817346889,0.19089745588556079,0.001142071587243523,0.2,0.42709901770070513,0.49862402501341585,0.46245832777849283
8,0.4444444444444444,0.5524811053536809,0.1851526849403628,0.0010554665803388557,0.2,0.43781493210811,0.5135300164884852,0.5330225108507428
9,0.4444444444444444,0.33623258239970544,0.08430284468594772,4.627705799115351e-08,0.2,0.4181855440888052,0.4891903684842583,0.5673098090216308
0,0.6666666666666666,0.597142246104641,0.21346612159982117,0.015021885825699185,0.20973553260284838,0.42625589828943095,0.49740792510317694,0.403115758838447
1,0.6666666666666666,0.5168967199146379,0.1726479440914234,0.00029748394789197777,0.2,0.4267320443549025,0.4972955731090127,0.3677535746276536
2,0.6666666666666666,0.5247641948264796,0.16964266759723096,0.00019207161777278826,0.2,0.44432576848498534,0.520189273043982,0.311064802785685
3,0.6666666666666666,0.538932746479556,0.18867614499696067,0.0015804709236098904,0.2,0.42047410084344083,0.48913243500468995,0.4111659550476887
4,0.6666666666666666,0.3775236741441728,0.10435950411097396,3.0380392415222283e-07,0.2,0.43079019554086223,0.5022182497557892,0.4834350995227269
5,0.6666666666666666,0.3887670890708376,0.10564521449446944,3.564295577208238e-07,0.2,0.4353237613063709,0.508286596066589,0.5090744083010853
6,0.6666666666666666,0.5138400575680917,0.1737561983673307,0.0003592381988545214,0.2,0.4253694858487013,0.4951261767751802,0.4447614738191743
7,0.6666666666666666,0.7048562746468331,0.25051133961408184,0.23014045468468172,0.2898905659364116,0.45273857439320797,0.5336262895552614,0.31187947224453416
8,0.6666666666666666,0.5491263252389542,0.18956125897737797,0.0015177623937246312,0.2,0.42291310902855067,0.49566123750293156,0.4580600219613351
9,0.6666666666666666,0.3224340005952896,0.07253924428364866,1.4175254506825055e-08,0.2,0.4247026457419691,0.49793039842590453,0.5446626168675027
0,0.8888888888888888,0.7121456164699528,0.25432588413672413,0.2967875164158482,0.29839313542960966,0.47191619946047847,0.5622739066337605,0.32165857036271683
1,0.8888888888888888,0.669318266891149,0.24004058925635188,0.13568462630909156,0.27909511183840124,0.4551136444542925,0.5389623231477781,0.24798210882592506
2,0.8888888888888888,0.6369530556571001,0.2196645472572044,0.021627073782040342,0.22270402977646014,0.4447746675951676,0.5255280310546482,0.2710518117132833
3,0.8888888888888888,0.6029840593202849,0.2084336969682976,0.011010679911466967,0.2,0.4543442082134711,0.5429354336926931,0.31932841203558293
4,0.8888888888888888,0.5658451940329149,0.18933816040717844,0.0013928482537440107,0.2,0.4569847746194844,0.5475131968940395,0.412018123239504
5,0.8888888888888888,0.37327375176075445,0.10032855287451645,2.0794559995521714e-07,0.2,0.4281479360864489,0.4995193806518989,0.48772998105260607
6,0.8888888888888888,0.7008912006045447,0.25345183524046594,0.2699753127897977,0.29388584069292056,0.44647170803593217,0.5268566007004891,0.4299982579564283
7,0.8888888888888888,0.6885029804873964,0.2507555632180685,0.21124119297598895,0.2907170922934528,0.43551504601791885,0.5135184711711142,0.2546514622442614
